Timestamp,Latitude,Longitude,Tree_no,Tree_sp,Usnea,Evernia,Hypogymnia,Melanelixia,Flavoparmelia,Parmelia, Leafy_Xanthoria,Cushion_Xanthoria,Physcia
28/01/2019 13:13,52.4629,-1.9216,1,Poplar,0,0,1,1,0,0,1,0,0
03/02/2020 09:33,52.4623,-1.9212,1,Oak,0,0,0,1,0,0,1,0,0
03/02/2020 09:33,52.4623,-1.9212,1,Oak,0,0,0,1,0,0,1,0,0
28/01/2019 13:09,52.461962,-1.921096,2,Oak,0,0,3,1,1,1,0,0,0
07/02/2020 13:12,52.461962,-1.921096,2,Oak,0,0,3,1,1,1,0,0,0
28/01/2019 13:10,52.461138,-1.920094,2,Beech,0,0,0,0,1,0,0,0,1
28/01/2019 13:16,52.461138,-1.920094,2,Beech,0,0,0,0,1,0,0,0,1
07/02/2020 12:49,52.461138,-1.920094,2,Beech,0,0,0,0,1,0,0,0,1
07/02/2020 12:54,52.45,-1.92,1,NA,0,0,0,1,0,0,1,0,2
07/02/2020 12:55,52.45,-1.92,2,NA,0,1,2,0,2,0,0,0,0
28/01/2019 13:14,54.460524,-1.919937,1,Oak,0,0,0,0,1,0,1,1,3
28/01/2019 13:08,54.460524,-1.919932,1,Oak,0,0,0,0,1,0,1,1,3
28/01/2019 13:21,52.461416,-1.919832,1,sycamore,0,0,2,1,0,0,1,0,0
28/01/2019 13:21,52.461416,-1.919832,1,Sycamore,0,0,2,1,0,0,1,0,0
28/01/2019 13:11,52.466366,-1.91812,1,NA,0,0,0,0,0,0,1,3,3
28/01/2019 13:14,52.466366,-1.91812,1,NA,0,0,0,0,0,0,1,3,3
28/01/2019 13:21,52.456351,-1.918014,2,NA,3,1,2,1,1,2,0,0,1
28/01/2019 13:11,52.468877,-1.9085875,2,Oak,0,0,1,0,1,0,2,3,0
28/01/2019 13:10,52.4693186,-1.9082073,1,Oak,0,0,3,0,2,1,0,1,0
28/01/2019 13:12,52.450213,-1.906144,2,Oak,0,3,3,0,3,2,1,0,1
07/02/2020 13:05,52.454844,-1.9046903,2,London Plane,0,0,0,0,3,0,1,0,0
07/02/2020 13:06,52.4548446,-1.9046903,1,London Planes ,0,0,0,0,3,0,1,0,0
28/01/2019 13:09,52.4602992,-1.9028811,1,NA,0,0,1,0,0,0,0,0,0
07/02/2020 12:46,52.459919,-1.902796,1,N/A,0,0,0,0,3,1,0,0,1
28/01/2019 13:11,52.4605,-1.9027,1,NA,0,0,0,0,1,0,1,0,3
07/02/2020 13:13,52.36,-1.902,1,Oak,2,1,1,1,1,1,2,1,1
07/02/2020 12:47,52.459743,-1.901904,2,NA,0,0,0,1,3,1,0,0,2
07/02/2020 13:04,52.453328,-1.9016667,1,London Plane,0,2,2,0,0,0,1,0,0
07/02/2020 13:08,52.453328,-1.9016667,2,London Plane,0,2,2,0,0,0,1,0,0
28/01/2019 13:10,52.452616,-1.901259,2,Oak,2,1,1,1,1,1,2,1,1
28/01/2019 13:12,52.459946,-1.901023,1,Oak,0,0,0,0,1,0,0,1,0
28/01/2019 13:14,52.460548,-1.901023,2,Oak,0,0,0,0,2,2,0,0,2
28/01/2019 13:16,52.4602,-1.9007,2,NA,0,3,0,0,1,0,2,0,0
28/01/2019 13:11,52.454378,-1.900498,1,Oak,0,1,0,0,2,2,3,2,2
28/01/2019 13:10,52.4605997,-1.9002924,2,NA,0,0,3,0,0,0,0,0,0
28/01/2019 13:11,52.454459,-1.899044,1,Birch,2,1,1,1,1,1,1,2,1
07/02/2020 13:08,52.489337,-1.888592,1,Horse Chestnut,0,0,0,0,0,0,3,1,2
07/02/2020 13:10,52.4888097,-1.8884066,2,Horse Chestnut,0,0,0,0,0,0,2,1,1
28/01/2019 13:19,52.908,-1.876,1,Oak,1,1,1,2,2,2,3,2,3
28/01/2019 13:15,52.539496,-1.800182,1,Mapel,0,0,0,0,1,1,1,0,0
28/01/2019 13:17,52.537696,-1.792034,2,Mapel,0,0,1,2,0,2,0,0,0
03/02/2020 09:06,52.2758,-1.5521,1,Birch,0,0,0,0,1,0,0,1,1
28/01/2019 13:06,53.3251,-1.5013,1,Oak,1,0,3,1,0,0,3,2,3
28/01/2019 13:08,53.3251,-1.5013,2,Oak,0,3,0,0,1,1,0,0,1
07/02/2020 13:03,53.3251,-1.5013,1,Oak ,1,0,3,1,0,0,3,2,3
28/01/2019 13:14,52.566,-1.347,1,oak ,1,1,2,1,1,3,1,2,1
26/01/2019 16:55,52.564,-1.345,1,Oak,1,1,1,2,2,2,3,3,3
28/01/2019 13:17,52.564,-1.345,1,oak,1,1,1,2,2,2,3,2,3
28/01/2019 13:22,52.27546,-1.55187,2,Oak,0,0,0,0,0,0,0,0,2
03/02/2020 09:10,52.2745,-1.5528,2,Sycamore,1,3,2,0,2,0,1,0,0
28/01/2019 13:16,52.274,-1.5551,2,oak,0,0,3,0,0,0,0,1,0
03/02/2020 09:12,52.27148,-1.56075,2,Horse Chestnut,0,0,0,0,0,2,0,0,0
03/02/2020 09:11,52.27097,-1.56091,1,Horse Chestnut,0,0,0,1,0,0,3,0,0
28/01/2019 13:21,52.278,-1.5611,1,oak,0,0,0.5,0,0,0,0,0,0
03/02/2020 09:17,52.45416667,-1.901111111,2,Birch,0,1,1,0,1,1,0,0,0
03/02/2020 09:11,52.45388889,-1.902222222,1,Birch,0,3,1,0,1,1,0,0,0
28/01/2019 13:12,52.466366,-1.91812,1,NA,0,0,0,0,0,0,1,3,3
28/01/2019 13:17,52.4598204,-1.9220784,2,Ash,3,3,1,2,3,2,2,2,3
28/01/2019 13:15,52.4636,-1.9221,1,NA,0,0,0,0,0,0,3,1,2
28/01/2019 13:19,52.4617,-1.9223,2,NA,1,0,1,0,0,0,0,0,0
28/01/2019 13:10,52.4634,-1.9223,1,NA,1,2,1,2,1,3,3,1,2
28/01/2019 13:11,52.4619,-1.9227,2,NA,1,1,1,2,3,3,2,1,1
28/01/2019 13:10,52.441,-1.925,2,Chestnut,0,1,0,0,3,0,3,0,0
28/01/2019 13:14,52.46055,-1.928948,2,NA,0,0,2,1,3,0,0,2,0
28/01/2019 13:20,52.44651667,-1.930183333,1,NA,0,0,1,1,2,0,0,0,0
28/01/2019 13:23,52.447258,-1.931936,2,NA,0,0,1,1,1,2,3,0,0
28/01/2019 13:22,52.44725833,-1.931936111,2,na,0,0,1,1,1,2,3,0,0
07/02/2020 13:03,52.4462,-1.9362,2,NA,0,0,0,0,0,0,0,0,0
07/02/2020 13:01,55.44583333,-1.9363889,1,NA,0,2,0,0,0,0,1,0,2
07/02/2020 12:09,52.451,-1.9383,1,Hornbeam,0,0,0,0,3,0,0,1,2
